coroner_concerns,coroner_name,reff_id,report_sent_to
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken . In the circumstances it is my statutory duty to report to you .<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows. <br> <br>(1)    A prevention duty was owed to the decease d and due to Herefordshire Council communication process failure, contact was not made with him or those with whom he had approved contact prior to his death.<br> <br>(2)    Evidence suggests that in reality Mr Taylor would have met the threshold for vulnerability set out in the Housing Act 1996 but the failure to progress the application resulted in this never being established.<br><br>(3) A system for identifying process failure should be in place and effective.</td>",Coroner name: Hugh Bricknell,Ref: 2023-0224,This report is being sent to: Herefordshire Council
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong> <br>The evidence I have gathered to date reveals matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you. <strong> </strong> <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows :<br>1.     Kai Cheng Barnaby, Deceased, whose death is being investigated by HM Senior Coroner for Inner South London, jumped to his death on the 6th April 2023 from the roof. <br><br>2.     Eight weeks later, on the 1st June 2023, Arezou Tirgari was also able to jump to her death from the same location.<br><br>3.     It seems that no or no sufficient action has been taken to prevent persons being able to jump from the roof terrace and that there is an ongoing risk of further deaths.</td>",Coroner name: Alison Hewitt,Ref: 2023-0226,This report is being sent to: Landsec
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br>During the course of the inquest, the evidence revealed matters giving rise to concern.<br><strong> </strong><br>In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><strong> </strong><br>The <strong>MATTERS OF CONCERN </strong>are as follows. <br>1.      a. During the Inquest evidence was heard that Eifion’s GP had made a ‘very<br>urgent’ referral to the Single Point of Access and Allocation within BCUHB on 13 May 2022 indicating that on the background of attempts at ending his life, he was extremely concerned that Eifion was experiencing deterioration in his mental state. This document was contained within the hard copy set of notes held by the Psychiatric Liaison Team. When Eifion attended at the Emergency Department the following day, on 14 May 2022, the Emergency department staff were not aware of this ‘very urgent’ referral as they only had access to the electronic notes and not the hard copy notes. Had they been aware it is likely to have further informed their decision making. It is concerning that the process of ensuring electronic notes to allow for fully informed decisions around treatment and care based on all available records, is not available to staff. It was not clear at Inquest whether the transition from paper-based notes to electronic notes was a Health Board initiative or a nationally followed initiative. Either way, any delay in ensuring all notes are available electronically is potentially harmful to patients.<br><strong> </strong><br>b. During the evidence it was accepted that ‘a’ above was not a consideration for improvement as part of the Health Board’s investigation and so was not an action within the Action Plan upon which it could make improvements or plan to make improvements. It is surprising that the Health Board did not consider this as an issue which required further consideration and improvements in its learning and improvement.<br><strong> </strong><br>An investigation was commenced by the Health Board into Eifion’s death which appears to have been concluded in July 2022 but did not appear to be finalised and ready for sharing / disseminating until March 2023. I have previously issued Prevention of Future Death Reports to the Health Board pertaining to the lack of timeliness of their investigations, specifically in relation to investigations from deaths in 2020 and 2021. Whilst I have previously been advised of improvements into investigation processes in respect of more recent deaths the issue of timeliness remains. Eifion died in 2022 and yet the time it took for the investigation to be completed and shared, with actions undertaken has been too long. I am concerned that deaths will occur when the actions arising are not acted upon in a timely manner.</td>",Coroner name: Kate Sutherland,Ref: 2023-0185,This report is being sent to: Betsi Cadwaladr University Local Health Board
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><br>The MATTERS OF CONCERN are as follows. [BRIEF SUMMARY OF MATTERS OF CONCERN]<br>(1) Brenda was discharged without any planned follow up. Her family were not involved in the discharge process despite assurances that they would be, her GP did not receive discharge notification from the Hadrian unit until 8 days after the event or from the Crisis team until 10 days after Brenda’s death. Referrals promised from Hadrian unit to Drug/Alcohol services and Persistent Physical Symptoms Service were not made.<br><br>(2) Inadequate weight seems to have been given to Brenda’s alcohol problems and her assurances that all was, and would continue to be well were accepted at face value despite her recent history, her family find it hard to understand how she could be graded low risk on the day she died.<br><br>(3) I refer you to the PFD report I issued referring to Charlotte Grace on 29/10/19. Assurances were given in response to that report which again focused on discharge without family/carer involvement which is surely paramount. I note actions mentioned in the incident report in this case but am still concerned that similar events may occur in future.</td>",Coroner name: Nicholas Shaw,Ref: 2023-0191,"This report is being sent to: Northumberland, Tyne and Wear NHS Trust"
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong>   <br>During the inquest I was referred by Mr Stevenson’s treating urologist to published literature relating to Ciprofloxacin and Quinolone antibiotics and a potential rare link to suicide behaviour in patients, although I found on the balance of probabilities that it remained unclear that he was suffering from this side effect, it remained possible for this to be the case.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br>(brief summary of matters of concern)<br> <br>•  I heard evidence to suggest that the prescribing doctor did not reference this side effect at the time of issuing the prescription to Mr Stevenson, since it was not in accord with current advice.<br>•  I also heard evidence to suggest that prescribing doctors may not be fully aware of this rare side effect, and that patient’s suffering from depression may be more vulnerable to it.<br>I am therefore concerned that this potential risk has not been given sufficient emphasis and I would ask you to consider the appropriateness of reviewing the current guidelines as to the dispensation of the drug to patients by clinicians and increasing the awareness of the side effect in order to monitor and mitigate the risks.</td>",Coroner name: Martin Fleming,Ref: 2023-0180,This report is being sent to: Medicines & Healthcare products Regulatory Agency
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the inquest, the evidence revealed matters giving rise to concern. In my opinion, there is a risk that future deaths will occur unless action is taken. In the circumstances, it is my statutory duty to report to you.<br><strong> </strong><br>The <strong>MATTERS OF CONCERN </strong>are as follows.<br><strong> </strong><br>1. When Ms Findlay ran off, the HCA escorting her was so panicked that she did not even think of following. Ms Findlay had run across a road and so chasing her at speed did present safety considerations. However, the ELFT policy, training, culture and expectation was such, that there the HCA did not at any point consider attempting to walk after her to keep her in sight. Clinical staff must be adequately prepared for such an eventuality.<br><strong> </strong><br>That means more than simply a change in policy wording.<br><br>2. By the time the HCA rang the duty senior nurse for advice Ms Findlay was out of sight, and so the HCA was instructed to return to the ward.<br><strong> </strong><br>I heard evidence that an email is to be sent out shortly to explain that a new ELFT absent without leave policy will be in place by the end of June 2023. The new policy will confirm that, if it is safe to do so an escort may follow a patient who has absconded, keeping them in line of sight whilst ringing the duty senior nurse for instructions.<br><strong> </strong><br>However, there is no ELFT policy for what those instructions should be or even what they could include. No member of ELFT gave evidence of any organisational thought having gone into how then to progress such a situation, other than the ward calling the police to report a missing person. No member of ELFT giving evidence was able to set out what the staff member following should do.<br><strong> </strong><br>This appears to be a significant omission.<br><strong> </strong><br>3. Moreover, one of the MPS policy leads in this area gave evidence that in such a situation the police would not necessarily attend, even if called direct by a hospital staff member in the street following a patient about whom they are worried.<br><strong> </strong><br>I spent some time examining the police regarding this point, and I was left with the impression that a clinician calling the police in what the clinician perceived to be an emergency situation might not be assisted by the police.<br><strong> </strong><br>That concerned me.<br><strong> </strong><br>4. I heard that Right Care, Right Person is an operational model developed by Humberside Police that changes the way the emergency services respond to calls involving concerns about mental health. I understand that it is in the process of being rolled out across the UK as part of ongoing work between police forces, health providers and government.<br><strong> </strong><br>I heard that the MPS has already created a similar model under the resource and demand team. The protocol is called Affinity. It attempts to target preventable demand from the mental health trusts.<br><strong> </strong><br>I was told that ELFT and the MPS work in partnership, so I asked the MPS what is meant to happen if an escort is following a patient who has run away and about whom the escort is worried.<br><strong> </strong><br>I was told that this is primarily a health problem. It was pointed out that doctors, nurses and other hospital staff have the same powers as the police under section 18 of the Mental Health Act. Hospital employees have the legal authority to take a sectioned patient into custody and return them to hospital.<br><strong> </strong><br>However, I heard nothing of an ELFT protocol that would advise staff on the ward to come out to assist an escort who already following a patient. I heard nothing of a trust contingency plan that would allow a ward to function without the doctors and nurses needed to undertake such a task. I heard nothing of any training given to doctors and nurses in how to restrain a patient in the middle of the street and to transport them back to the ward.<br><strong> </strong><br>From the evidence I heard, the police / health trust partnership working allows each agency to regard such a situation as the other’s responsibility, whilst nobody is on the ground attempting to retrieve a seriously ill patient who is meant to be inside a locked ward for their own safety.<br><strong> </strong><br>Whether this is a matter of policy or practice, the result is the same. If partner agency working is to be effective in caring for this extremely vulnerable cohort of patients, there needs to be crystal clear understanding by all those involved, from the highest policy maker to the most junior member of a team at the sharp end, of how to tackle these difficult situations and exactly who is meant to be doing what.<br><strong> </strong><br>5. Evidence was given that the police classify a person at high risk as: the risk is immediate and there are substantial grounds for believing immediate risk of self harm.<br><strong> </strong><br>I was told by the MPS that, at the time of reporting to the MPS, trusts should volunteer their own grading of the patient’s risk. The police said that they will not necessarily following the trust grading, but they regard it as a significant factor and it should form part of the MPS thinking. ELFT witnesses told me that if the police did not ask for the trust’s grading then the trust would not offer it.<br><strong> </strong><br>I was told that, until April 2022 the grab pack prepared by ELFT for the MPS in such a situation was printed out and handed to police if &amp; when the police attended the ward. It is now filled out on a portal as part of the reporting procedure. However, it is not clear to me how far the grab pack aligns with local policies, whether all useful information (including the trust’s grading of risk) is recorded as a matter of routine, and how far the police and the trust are using the same terminology with the same definitions.<br><strong> </strong><br>It seems that this would benefit from consideration.<strong> </strong><br><br>6. ELFT staff all told me that, after Ms Findlay had run off, they still graded her as medium rather than high risk. She had had long term suicidal thoughts, had made previous attempts on her life and, prior to being admitted to hospital on 20 May 2020 had purchased sodium nitrate and had planned to take this to kill herself. However, she had appeared to improve in hospital, and had been granted 15 minutes’ escorted leave twice a day since 1 June without incident.<br><strong> </strong><br>At one point in her evidence it appeared to me that the matron, taking the point that by running away Ms Findlay had acted in a manner that was wholly unexpected by the trust, was of the view that Ms Findlay should then have been re-categorised as high risk. However, following re-examination by counsel for ELFT the matron appeared to retract this and to return to her former position that, even after she had run away Ms Findlay was only of medium risk to herself.<br><strong> </strong><br>It is of course a matter of clinical opinion what risk grading a patient should be given, and no person can see into the future.<br><strong> </strong><br>However,<br>· the jury found a failure by ELFT to recognise that, by 11 June 2020, Ms Findlay was at imminent risk of suicide by sodium nitrate; and<br>· any investigation following a death like Heather Findlay’s presents an opportunity for sober and searching reflection.<br><strong> </strong><br>So I am concerned that an element of positional bias may have influenced the thinking of ELFT staff.<br><strong> </strong><br>I am concerned about this particularly because, when giving evidence at inquest, the ELFT serious incident investigation author was adamant that it was only appropriate for the HCA who called the police on 11 June 2020 after Ms Findlay had run away, to tell the police of a risk of self harm not of a risk of suicide. Her rationale for this was that the last time Ms Findlay had articulated a plan to kill herself, was when she was found in hospital with a ligature round her neck on 28 May 2020.<br><strong> </strong><br>This position seems lacking the necessary reflection.<br><strong> </strong><br>I draw your attention to earlier prevention of future deaths reports (PFDs) as follows:<br><strong> </strong><br>· Sent to ELFT on 8 June 2023 by Assistant Coroner Buckett following the inquest touching the death of Hilary (Billy) Guedalla, including concern regarding the failure of ELFT to inform the police of the serious suicide risk that the deceased posed to themselves; and the confusion among staff about who should be contacted and in what manner, once a patient was found to be missing.<br><strong> </strong><br>· Sent to ELFT on 25 January 2023 by me following the inquest touching the death of Andrew Largin, including concern about omissions from a serious incident investigation.<br><strong> </strong><br>· Sent to ELFT on 20 October 2021 by me following the inquest touching the death of Freeda Glausiusz, including concern about a lack of learning culture at ELFT.</td>",Coroner name: Mary Hassell,Ref: 2023-0193,"This report is being sent to: East London NHS Foundation Trust, Metropolitan Police Service, NHS England and Home Department"
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong>   <br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.   <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows: (brief summary of matters of concern)   <br>Following the death of Mr. Wood a review was conducted by the trust and the review recognised that it would have been helpful if the symptoms of delirium had been highlighted to the GP and that it would have been useful if there had been a discussion with Mrs Wood to educate her as to the possibility of delirium, and to help plan his discharge from hospital and inform her when she should seek further medical assistance,   <br><br>The protocols for discharge following heart surgery should be reviewed in order to prevent similar deaths.</td>",Coroner name: Tom Osborne,Ref: 2023-0181,This report is being sent to: John Radcliffe Hospital and MK together Partnership
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong> <br>During the course of the inquest, the evidence revealed matters giving rise to concern. In my opinion, there is a risk that future deaths will occur unless action is taken. In the circumstances, it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows.<br> <br>Evidence was given by staff members of the East London Foundation NHS Trust that:<br> <br>1. The deceased was allowed to leave Gardener Ward (“the unit”) which was part of a secure facility of the hospital, alone, when a clinical decision had been taken that they should not be allowed to leave the unit unaccompanied by staff, because they posed a serious risk of suicide.<br> <br>2. The decision that the deceased should not be allowed unescorted leave was not communicated to all members of staff working in the unit such that the person who allowed the deceased to leave was unaware that the decision had been made.<br> <br>3. The relevant information gathered during the Ward Round on the 28th October 2021, which included the fact that the deceased had attempted to take their own life, the night before, was not adequately communicated to all staff on the unit.<br> <br>4. The “Sign in/Sign out” book which was supposed to record the movements of service users in the unit was frequently not completed, particularly when service users went out for short periods.<br> <br>5. There was no proper system for identifying whether a service user should be permitted to leave the unit.<br> <br>6. The member of staff who allowed the deceased to leave the unit made a brief risk assessment of them before deciding whether they should be allowed to leave. That person did not consult any medical notes or records about the deceased when making that assessment. Had that member of staff consulted the deceased’s medical notes and records, the serious suicide risk which they posed would have been evident.<br> <br>7.  Once the deceased was found to be missing from the unit, there was an unexplained delay in informing the police and ambulance service, a failure to inform either of the serious suicide risk which the deceased posed to themselves and a lack of appreciation of the urgency of the situation by staff generally.<br> <br>8. The hospital policy which applied to missing patients was not properly adhered to by staff and there was confusion about who should be contacted and in what manner, once a patient was found to be missing.<br> <br>9. No proper efforts were made to contact members of the deceased’s family once the deceased was found to be missing.<br> <br>10. The unit was short-staffed and this affected the care provided to the deceased, the assessment of the deceased whilst in the unit and record keeping generally.<br> <br>The summary of the evidence given, as set out above, sets out the matters of concern.</td>",Coroner name: Edwin Buckett,Ref: 2023-0198,This report is being sent to: East London NHS Foundation Trust
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><br>The MATTERS OF CONCERN are as follows:<br>1. A concern arose at the Inquest hearing in relation to the absence of liaison between the highly specialist services of the CADAT team and the stepdown services provided by NELFT. There was a lack of full information sharing around risk and joint risk assessment/risk management planning on discharge.<br><br>2. Both mental health services were aware that Conrad was accessing aesthetic dermatology treatment. There was a concern that neither service adequately highlighted the risks of accessing such treatment to Conrad or attempted to share information with the skin clinic. The inquest heard that patients with BDD should be fully informed of the risks of seeking aesthetic dermatology treatment and wherever possible, clinics who are providing treatment should be made aware of the BDD diagnosis.<br><br>3. The Inquest heard that there is a need for training to be provided to step-down service teams in relation to the diagnosis of BDD and the risks associated with it.<br><br>4. The inquest heard that there is a lack of national resources for BDD. The highly specialised service at South London and Maudsley has a very long waiting list (several months). This is on a background of concerns of a likely increase in BDD. In light of this concern, I am also providing this report to the Royal College of Psychiatrists, to the Department for Health &amp; Social Care and to NHSE.</td>",Coroner name: Nadia Persaud,Ref: 2023-0173,"This report is being sent to: South London & Maudsley NHS Foundation Trust, North East London Foundation Trust, Royal College of Psychiatrists, Department of Health and Social Care, NHS England and Tatiana Aesthetic Dermatology"
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br>During the course of the inquest the evidence revealed the following matter giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><strong> </strong><br>The <strong>MATTER OF CONCERN </strong>is as follows. <br>The health board (by their own admission through counsel) acknowledge that there is no documented or robust policy in relation to decision making/meeting criteria and thereafter future treatment and care pathways when a patient is referred to the Home Treatment Team</td>",Coroner name: John Gittins,Ref: 2023-0177,This report is being sent to: Betsi Cadwaladr University Health Board
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong>   <br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.   <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows:   <br>Following his arrival at HMP Lewes on 24 March 2021, Mr Dean was offered and attempted to make his initial <em>‘</em>first night<em>’ </em>phone call but did not manage to speak to anyone. Over the next 36 hours, he made requests of prison staff for another opportunity to make a phone call, which were refused. During the same period, his partner tried to contact the prison through the prison switchboard, but was not able to make any contact with him. In his suicide note to his partner, Mr Dean wrote <em>“I tried to get to talk to you but these lot here wouldn’t let me</em>.<em>”</em>   I am concerned that there are no clearly defined processes to ensure that new prisoners can successfully make first contact with family members (when this does not take place on the first night) and for logging and handling incoming calls to the central switchboard from family members with concerns about a prisoner<em>’</em>s safety and/or requesting a welfare check.<br><br>Following the inquest, I gave the Ministry of Justice an opportunity to address these concerns by providing further evidence of any new procedures that have been put in place since Andrew Dean<em>’</em>s death, but they declined to do so. In my view, these are matters that require further consideration by the Ministry of Justice and HMP Lewes to avoid a risk of future deaths through self-harm or suicide. I refer to the enclosed letter from the solicitors for Mr Dean<em>’</em>s partner dated 19 May 2023.</td>",Coroner name: Michael Spencer,Ref: 2023-0178,This report is being sent to: HMP Lewes and The Ministry of Justice
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong>   <br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty t report to you.   <br>The <strong>MATTERS OF CONCERN </strong>are as follows.    <br><br>(1) On 4 July 2022 Mr. Harper attended the Emergency Department at Gloucester Royal Hospital, and was seen by a nurse from the Mental Health Liaison team there, who recorded that he was very anxious and distressed, and voicing on going thoughts of suicide. The nurse felt that Mr. Harper would benefit from a period of treatment under the care of the Home Treatment Team, and because Mr. Harper was living in Worcestershire at the time, and because it was now in the early hours of the following day, he called the Worcestershire Crisis Team to arrange that. The nurse concerned was under the impression that by making  this phone call, and passing on Mr. Harper’s details to the Crisis Team, he was referring Mr. Harper’s case to them. He told the inquest that he was expecting mental health services in Worcestershire to arrange a further urgent assessment of Mr. Harper, and he therefore ensured that Mr. Harper was told to expect the Crisis Team to contact him to arrange a further assessment.<br><br>(2)   The Clinical Lead for the Crisis Team in Worcestershire gave evidence to the inquest that whilst the Crisis Team did receive a request from the nurse at Gloucester that night, they interpreted it only as a request for further assessment ( but not an urgent one ), and not as a request that Mr. Harper be referred to the Home Treatment Team.<br><br>(3)   In the event, an urgent assessment was not arranged, and Mr. Harper’s case was only considered by the Home Treatment Team in Worcestershire when his temporary GP in Worcestershire, out of further concern for Mr. Harper’s mental health, made a new and separate referral to them.<br><br>(4)   I have concluded that the events described above arose out of a lack of understanding between the two NHS Trusts concerned ( Herefordshire &amp; Worcestershire Health and Care NHS Trust ( HWHCT ) and Gloucestershire Health and Care NHS Trust ( GHCT ) ) as to how each other’s mental health services are run – otherwise arrangements would have been made for Mr. Harper’s mental health to be assessed urgently, as was intended.<br><br>(5) If staff at HWHCT and GHCT do not understand how to make urgent mental health referrals or requests for urgent mental health assessments to each other, there remains a risk that other deaths may occur in similar circumstances in the future.</td>",Coroner name: David Reid,Ref: 2023-0179,This report is being sent to: Herefordshire and Worcestershire Healthy and Care NHS Trust and Gloucestershire Health and Care NHS Foundation Trust
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the inquest the evidence revealed matters giving rise to a concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to make a report under paragraph 7, Schedule 5 of the Coroners and Justice Act 2009 and Regulations 28 and 29 of the Coroners (Investigations) Regulations 2013<br><em> </em><br>The first <strong>MATTERS OF CONCERN </strong>is as follows:<br>I am concerned that in cases where an individual is receiving treatment from alcohol and drug addiction services and treatment from the primary community mental health team that neither team is able to access the other teams records electronically. The lack of integrated electronic records between treating team means that important information regarding patient safety is not easily accessible between treating teams. Treating teams are reliant on referral letters which are necessarily limited and not always sufficient to capture all the detailed information available to a referring team. This is particularly concerning where there is dual diagnosis – such as substance misuse and mental health – given these are often complex cases. This is particularly the case where complex cases have not been referred into secondary mental health services and so do not have access to a care-coordinator who can oversee and understand the views of the various professionals treating and assisting an individual.<br><em> </em><br>I am concerned that the lack of such an integrated electronic system of medical and treatment records inhibits the effective sharing of information regarding patient safety and so increases the risk that information of significance regarding a risk to life will be lost between agencies and not sufficiently understood between all those managing.</td>",Coroner name: Kristen Heaven,Ref: 2023-0163,This report is being sent to: Swansea Bay University Health Board
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the investigation, the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>(some of which overlap) are as follows:<br> <br><strong>(1)   </strong>Samuel’s case should be a stimulus for some level of Child &amp; Adolescent Mental Health Service reflection on how different Child and Adolescent Mental Health Service teams are organised and work together.<br> <br><strong>(2)   </strong>The delayed response of the Adult Complex Additions Service to referral and issues related to provision of care to adolescents presenting with mental health vulnerabilities and substance use difficulties.<br> <br><strong>(3)   </strong>The lack of a complex service providing, to adolescents, treatment for both substance misuse and mental health issues models, in terms of willingness to engage, being problematic for some young people.<br> <br><strong>(4)   </strong>The inadequate response of mental health and social care services in relation to Samuel’s dependency on alcohol and the provision of a rehabilitative placement.<br> <br>Samuel’s mental health and his use of drugs and/or alcohol probably contributed to his death.</td>",Coroner name: John Taylor,Ref: 2023-0133,This report is being sent to: Department of Health and Social Care and NHS England
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br>(brief summary of matters of concern)<br> <br>This inquest highlighted the significant numbers of prisoners who enter the prison system with known or undiagnosed mental health issues. Whilst ACCT 6 requires multidisciplinary attendance at review meetings, this case highlighted the need for specific attendance of an RMN or other mental health expert at any review, (Mr Robinson had repeatedly self harmed prior to committing suicide but had presented without concern at each review which had been carried out without any input from the mental health team). The prison in question now operates a local policy to ensure someone from the mental health team attends all ACCT reviews irrespective of other disciplines attending. This has enabled the prison to identify issues which may not be picked up by other professionals involved, to enable support to be put in place by way of separate care plans which has had a notable impact upon SASH in the prison.</td>",Coroner name: Kate Ainge,Ref: 2023-0161,This report is being sent to: Ministry of Justice (Coroners)
"<td class=""govuk-table__cell""><strong>MATTERS OF CONCERN</strong><br><strong> </strong><br>1. That the GP summary did not contain pertinent psychiatric history that would have assisted the hospital clinicians to identify Mrs Leaver’s depression and specifically her suicidality.<br><strong> </strong><br>2. That doctors at SGH do not take a reasonable psychiatric history as part of their clerking and thus fail to make a proper holistic assessment of the patient and potentially miss the opportunity to manage risks such as those in this case which may lead to death.<br><strong> </strong><br>3. That doctors at SGH need training on the information available on HIE and how to access it.<br><strong> </strong><br>4. That NHS South West London Integrated Care Board has made no formal provision for psychiatric liaison cover at QMH, despite there being such a clear clinical need for this that the team from psychiatric liaison have felt compelled to provide informal telephone advice for the last 10 years.<br><strong> </strong><br>5. That the lack of formal psychiatric advice availability at QMH puts vulnerable patients at increased risk, since the only way to properly access such advice is for them to be sent by LAS ambulance to A&amp;E at SGH, when they are physically frail, given that QMH is a rehabilitation unit.</td>",Coroner name: Fiona Wilcox,Ref: 2023-0139,"This report is being sent to: St Georges University Hospital NHS Foundation Trust, The Roehampton Surgery and NHS South West London Integrated Care Board"
"<td class=""govuk-table__cell""><strong>CORONERS CONCERN</strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><br>The <strong>MATTERS OF CONCERN</strong> are as follows. <br>The Trust’s own investigation into events leading to Mr Howe’s death did not consider the full extent of his contacts with mental health services, lacked any meaningful degree of critical analysis of events, and omitted to seek to explore fundamental issues such as access to services from the<br>patient’s perspective. As a consequence, it is a matter of concern that the Trust has not taken the opportunity to derive all available learning from Mr Howe’s death.</td>",Coroner name: Chris Morris,Ref: 2023-0155,This report is being sent to: Pennine Care NHS Foundation Trust
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. Inmy opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br> <br>1.     The information that Miss Henderson had practised tying a ligature was divulged by her at Kingston Hospital but not repeated on admission to the Priory Woking. The evidence given at the inquest was that there is no quick method to obtain NHS records on admission to a private hospital. A request could have been made but the records would have taken over a week to be released. The records were not sought. An ability to obtain the NHS records quickly would have been of assistance to the Priory clinicians.<br> <br>The Priory Woking has a policy in relation to the removal of banned and restricted items but there was a lack of clarity and confusion among the clinicians as to who was responsible for ensuring that such items are identified and removed from the patient at admission.</td>",Coroner name: Caroline Topping,Ref: 2023-0129,This report is being sent to: The Priority Group and NHS England
